nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 4.650508118E+01, 5.049576950E+01, 1.130259323E+01
         2, 4.634416580E+01, 5.096813965E+01, 1.112773705E+01
         3, 4.586887741E+01, 5.080733871E+01, 1.162247849E+01
         4, 4.603262711E+01, 5.033454132E+01, 1.177267838E+01
         5, 4.682024384E+01, 5.112943268E+01, 1.059007359E+01
         6, 4.698383713E+01, 5.065645599E+01, 1.078952885E+01
         7, 9.255393028E+00, 2.985274696E+01, 3.372503817E-01
         8, 9.721037865E+00, 3.000463104E+01, 3.731915653E-01
         9, 9.599220276E+00, 3.047354889E+01, 3.780867457E-01
        10, 9.135997772E+00, 3.032176018E+01, 3.419535458E-01
        11, 9.382856369E+00, 2.937741661E+01, 3.325135410E-01
        12, 9.857969284E+00, 2.953516197E+01, 3.688875437E-01
        13, 7.346997833E+01, 3.055115318E+01, 4.119692612E+01
        14, 7.331518555E+01, 3.102715302E+01, 4.083875275E+01
        15, 7.284133911E+01, 3.087223434E+01, 4.089436722E+01
        16, 7.299617004E+01, 3.039621735E+01, 4.127106857E+01
        17, 7.378932190E+01, 3.118192863E+01, 4.078639221E+01
        18, 7.394408417E+01, 3.070594215E+01, 4.112832260E+01
        19, 2.841217804E+01, 3.222718811E+01, 7.803118706E+00
        20, 2.857326508E+01, 3.175368500E+01, 7.761759758E+00
        21, 2.904709625E+01, 3.191449928E+01, 8.144846916E+00
        22, 2.888592911E+01, 3.238799667E+01, 8.187540054E+00
        23, 2.793851662E+01, 3.206638336E+01, 7.420654297E+00
        24, 2.809970284E+01, 3.159286880E+01, 7.381025791E+00
        25, 6.120221710E+01, 4.594753265E+01, 2.921763992E+01
        26, 6.102832413E+01, 4.642359161E+01, 2.864671516E+01
        27, 6.057355499E+01, 4.627360916E+01, 2.845433617E+01
        28, 6.074497223E+01, 4.579909897E+01, 2.907599640E+01
        29, 6.165236664E+01, 4.610034561E+01, 2.935163116E+01
        30, 6.147934341E+01, 4.658273315E+01, 2.882423592E+01
        31, 1.018889046E+01, 3.016217232E+01, 4.136204123E-01
        32, 1.065143204E+01, 3.032396317E+01, 4.584303498E-01
        33, 1.052580643E+01, 3.078171730E+01, 4.636237621E-01
        34, 1.006495857E+01, 3.062927437E+01, 4.187045693E-01
        35, 1.032626915E+01, 2.969922256E+01, 4.093785882E-01
        36, 1.079084873E+01, 2.986168098E+01, 4.538429081E-01
        37, 6.688743591E+01, 6.569665432E+00, 3.220632553E+01
        38, 6.644706726E+01, 6.406633854E+00, 3.231848907E+01
        39, 6.660266876E+01, 5.839082718E+00, 3.090751457E+01
        40, 6.711793518E+01, 5.914041519E+00, 3.048050690E+01
        41, 6.629349518E+01, 6.967669487E+00, 3.398107147E+01
        42, 6.676121521E+01, 7.138824940E+00, 3.387087631E+01
        43, 2.699111366E+01, 3.174476814E+01, 6.667580605E+00
        44, 2.715231705E+01, 3.127123833E+01, 6.631597042E+00
        45, 2.762587547E+01, 3.143205833E+01, 7.003655434E+00
        46, 2.746476936E+01, 3.190557671E+01, 7.041656494E+00
        47, 2.667848396E+01, 3.111043167E+01, 6.265280247E+00
        48, 2.651736450E+01, 3.158396149E+01, 6.299413204E+00
        49, 2.604370689E+01, 3.142314911E+01, 5.938433647E+00
        50, 2.620492554E+01, 3.094960785E+01, 5.906115055E+00
        51, 2.556996155E+01, 3.126234818E+01, 5.585720062E+00
        52, 2.573109818E+01, 3.078880501E+01, 5.555371284E+00
        53, 1.338712096E+00, 3.707378006E+01, 3.597747907E-02
        54, 1.444921613E+00, 3.660895538E+01, 4.916211218E-02
        55, 1.991388559E+00, 3.663273621E+01, 6.595344841E-02
        56, 1.866052747E+00, 3.722069550E+01, 4.872402176E-02
        57, 8.314987421E-01, 3.692092896E+01, 3.055357561E-02
        58, 9.251905084E-01, 3.652161026E+01, 4.122176021E-02
        59, 5.021874237E+01, 9.841429138E+01, 2.937286758E+01
        60, 4.969443893E+01, 9.842822266E+01, 2.870633316E+01
        61, 4.975404358E+01, 9.788855743E+01, 2.876134872E+01
        62, 5.028620529E+01, 9.787317657E+01, 2.940076256E+01
        63, 5.016644669E+01, 9.895037842E+01, 2.934327698E+01
        64, 4.965652084E+01, 9.895998383E+01, 2.867036057E+01
        65, 2.935959244E+01, 3.254880142E+01, 8.572713852E+00
        66, 2.952066040E+01, 3.207530975E+01, 8.528507233E+00
        67, 2.999448967E+01, 3.223612976E+01, 8.911989212E+00
        68, 2.983334351E+01, 3.270960999E+01, 8.957519531E+00
        69, 6.436759949E+01, 3.373838043E+01, 3.583440018E+01
        70, 6.484536743E+01, 3.389636230E+01, 3.604077530E+01
        71, 6.468260956E+01, 3.437205505E+01, 3.599235916E+01
        72, 6.420485687E+01, 3.421455765E+01, 3.583426666E+01
        73, 6.453040314E+01, 3.326261520E+01, 3.585203552E+01
        74, 6.500817108E+01, 3.342114639E+01, 3.610794067E+01
        75, 1.296643925E+01, 3.115684700E+01, 7.658855915E-01
        76, 1.343004799E+01, 3.132482910E+01, 8.480508327E-01
        77, 1.329392242E+01, 3.179521179E+01, 8.596189022E-01
        78, 1.283282757E+01, 3.162198639E+01, 7.758633494E-01
        79, 1.310924530E+01, 3.069113159E+01, 7.577605247E-01
        80, 1.357849407E+01, 3.085556793E+01, 8.394148350E-01
        81, 1.482947540E+01, 3.182481384E+01, 1.150319815E+00
        82, 1.529674911E+01, 3.198829651E+01, 1.271489859E+00
