nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 9.598865509E+00, 3.159006119E+01, 3.039339304E+00
         2, 9.592246056E+00, 3.108339500E+01, 3.142699480E+00
         3, 1.009014225E+01, 3.110861015E+01, 3.174005747E+00
         4, 1.010083771E+01, 3.161644554E+01, 3.069802523E+00
         5, 9.095856667E+00, 3.156647491E+01, 3.009781837E+00
         6, 9.091044426E+00, 3.106132889E+01, 3.112453222E+00
         7, 7.849978638E+01, 9.750026703E+01, 9.417825699E+00
         8, 7.799977112E+01, 9.750029755E+01, 9.074817657E+00
         9, 7.799963379E+01, 9.700045013E+01, 9.163091660E+00
        10, 7.849966431E+01, 9.700040436E+01, 9.517399788E+00
        11, 7.849988556E+01, 9.800016022E+01, 9.340549469E+00
        12, 7.799987030E+01, 9.800017548E+01, 9.006752014E+00
        13, 9.589632988E+00, 3.057924843E+01, 3.246484518E+00
        14, 1.009291077E+01, 3.060391045E+01, 3.279501677E+00
        15, 9.085967064E+00, 3.055825806E+01, 3.215409279E+00
        16, 6.862467957E+01, 3.073675346E+01, 2.690649033E+01
        17, 6.815858459E+01, 3.051619339E+01, 2.686649895E+01
        18, 6.836234283E+01, 3.012356186E+01, 2.634786224E+01
        19, 6.883201599E+01, 3.034530449E+01, 2.638308334E+01
        20, 6.842292786E+01, 3.113163185E+01, 2.744968605E+01
        21, 6.796031952E+01, 3.091164970E+01, 2.740136528E+01
        22, 5.761271667E+01, 3.441017532E+01, 3.794710922E+01
        23, 5.724267578E+01, 3.474699783E+01, 3.874900055E+01
        24, 5.688757706E+01, 3.441346359E+01, 3.888109207E+01
        25, 5.715731812E+01, 3.399364471E+01, 3.804733276E+01
        26, 5.764539337E+01, 3.514675903E+01, 3.870062637E+01
        27, 4.147631454E+01, 8.120638275E+01, 2.713697815E+01
        28, 4.160544205E+01, 8.168180084E+01, 2.616725159E+01
        29, 4.115084839E+01, 8.188085938E+01, 2.548664856E+01
        30, 4.102246857E+01, 8.140576172E+01, 2.634670830E+01
        31, 4.192849731E+01, 8.103601074E+01, 2.794365501E+01
        32, 4.206549454E+01, 8.150400543E+01, 2.686523438E+01
        33, 7.899980927E+01, 9.750023651E+01, 9.750864983E+00
        34, 7.899970245E+01, 9.700035095E+01, 9.858929634E+00
        35, 7.899989319E+01, 9.800014496E+01, 9.666557312E+00
        36, 6.822695923E+01, 3.153147888E+01, 2.801760864E+01
        37, 6.776827240E+01, 3.131146622E+01, 2.795575523E+01
        38, 6.803457642E+01, 3.193630600E+01, 2.861165810E+01
        39, 6.757968140E+01, 3.171605110E+01, 2.853264046E+01
        40, 5.872658157E+01, 1.456204510E+01, 1.580314255E+01
        41, 5.893026733E+01, 1.504051208E+01, 1.564600086E+01
        42, 5.851641464E+01, 1.520903587E+01, 1.505059528E+01
        43, 5.829582596E+01, 1.478411007E+01, 1.513992023E+01
        44, 5.917523575E+01, 1.441299629E+01, 1.637104416E+01
        45, 5.936443710E+01, 1.489592075E+01, 1.618338394E+01
        46, 8.049988556E+01, 9.750012970E+01, 1.067031097E+01
        47, 7.999986267E+01, 9.750016785E+01, 1.037863255E+01
        48, 7.999977875E+01, 9.700024414E+01, 1.049602509E+01
        49, 8.049982452E+01, 9.700019073E+01, 1.078861904E+01
        50, 8.049993134E+01, 9.800008392E+01, 1.057648468E+01
        51, 7.999992371E+01, 9.800009918E+01, 1.028613377E+01
        52, 5.742698288E+01, 3.358340454E+01, 3.721667099E+01
        53, 5.783183670E+01, 3.393447113E+01, 3.714204025E+01
        54, 6.784339905E+01, 3.234526062E+01, 2.922880173E+01
        55, 6.739192200E+01, 3.212397766E+01, 2.912734222E+01
        56, 3.670394516E+01, 1.550421047E+01, 1.688205910E+01
        57, 3.658327866E+01, 1.591451931E+01, 1.689551926E+01
        58, 3.609227371E+01, 1.586086845E+01, 1.644316101E+01
        59, 3.621271133E+01, 1.545312691E+01, 1.643281364E+01
        60, 3.718881226E+01, 1.556184101E+01, 1.734811211E+01
        61, 3.705602264E+01, 1.596888828E+01, 1.734985161E+01
        62, 5.127072906E+01, 4.376083755E+01, 4.591843796E+01
        63, 5.086244202E+01, 4.346128845E+01, 4.619741440E+01
        64, 5.115531540E+01, 4.304100037E+01, 4.631618118E+01
        65, 5.156227112E+01, 4.333149338E+01, 4.604327774E+01
