nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 1.005092430E+01, 2.766451073E+01, 4.510295868E+00
         2, 9.551280022E+00, 2.763722420E+01, 4.562846661E+00
         3, 9.555455208E+00, 2.714408684E+01, 4.603960037E+00
         4, 1.005507469E+01, 2.717372322E+01, 4.549551010E+00
         5, 9.547567368E+00, 2.812732887E+01, 4.525295734E+00
         6, 1.004250050E+01, 2.815544701E+01, 4.474837780E+00
         7, 6.240295029E+01, 2.513748407E+00, 1.408852386E+01
         8, 6.290467072E+01, 2.511162996E+00, 1.405670929E+01
         9, 6.289524841E+01, 3.011710167E+00, 1.416883850E+01
        10, 6.239357376E+01, 3.015610456E+00, 1.419422722E+01
        11, 6.241155624E+01, 2.010642052E+00, 1.398920536E+01
        12, 6.291283798E+01, 2.010282516E+00, 1.395139122E+01
        13, 6.550535583E+01, 9.299238586E+01, 8.263048172E+00
        14, 6.550140381E+01, 9.349827576E+01, 8.156197548E+00
        15, 6.500127411E+01, 9.349839020E+01, 8.158226967E+00
        16, 6.500936127E+01, 9.298979950E+01, 8.282801628E+00
        17, 6.600150299E+01, 9.349819183E+01, 8.149248123E+00
        18, 6.600191498E+01, 9.299773407E+01, 8.239236832E+00
        19, 9.001892090E+00, 9.099774933E+01, 6.393125534E+00
        20, 9.001169205E+00, 9.049835968E+01, 6.356541157E+00
        21, 9.501938820E+00, 9.049771118E+01, 6.419613361E+00
        22, 9.502656937E+00, 9.099707031E+01, 6.453948975E+00
        23, 8.500658035E+00, 9.099893188E+01, 6.335584164E+00
        24, 8.500443459E+00, 9.049901581E+01, 6.297011375E+00
        25, 6.089881897E+01, 2.515555382E+00, 1.414160156E+01
        26, 6.140046310E+01, 2.514128923E+00, 1.413062382E+01
        27, 6.138843155E+01, 3.014980793E+00, 1.422259998E+01
        28, 6.088715744E+01, 3.017662048E+00, 1.422668552E+01
        29, 6.090779877E+01, 2.011850357E+00, 1.406312943E+01
        30, 6.140906525E+01, 2.011377811E+00, 1.404539490E+01
        31, 1.943232727E+01, 6.471678925E+01, 6.029690266E+00
        32, 1.949489403E+01, 6.421739960E+01, 5.871332169E+00
        33, 1.998475456E+01, 6.428219604E+01, 5.903394222E+00
        34, 1.992630005E+01, 6.478033447E+01, 6.064100742E+00
        35, 1.893798637E+01, 6.465317535E+01, 5.988104820E+00
        36, 1.899979401E+01, 6.415425873E+01, 5.833093643E+00
        37, 6.038387299E+01, 3.017128706E+00, 1.422270107E+01
        38, 6.039855194E+01, 2.517423153E+00, 1.414499187E+01
        39, 6.040645218E+01, 2.012400150E+00, 1.407387352E+01
        40, 6.518483734E+01, 5.081419754E+01, 1.263813877E+01
        41, 6.481748199E+01, 5.046940231E+01, 1.282696247E+01
