nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 1.754875183E+01, 6.575480652E+01, 1.410389900E+01
         2, 1.704443932E+01, 6.577191925E+01, 1.408239746E+01
         3, 1.704299164E+01, 6.527987671E+01, 1.403433132E+01
         4, 1.754781914E+01, 6.526258850E+01, 1.405637550E+01
         5, 1.754875183E+01, 6.625480652E+01, 1.414789772E+01
         6, 1.704494095E+01, 6.626853943E+01, 1.412704182E+01
         7, 1.701308632E+01, 6.190119553E+01, 1.361541367E+01
         8, 1.700535011E+01, 6.142409897E+01, 1.354605007E+01
         9, 1.751683426E+01, 6.137942123E+01, 1.355313301E+01
        10, 1.752359962E+01, 6.185752106E+01, 1.362523937E+01
        11, 1.650439453E+01, 6.194020462E+01, 1.360743523E+01
        12, 1.650012016E+01, 6.145469666E+01, 1.353906345E+01
        13, 2.069896698E+01, 4.064294434E+01, 1.109727573E+01
        14, 2.070047569E+01, 4.114130020E+01, 1.103450489E+01
        15, 2.021427917E+01, 4.113596344E+01, 1.112916088E+01
        16, 2.021200943E+01, 4.063825607E+01, 1.118789005E+01
        17, 2.119498253E+01, 4.064358139E+01, 1.099515152E+01
        18, 2.119245148E+01, 4.114381027E+01, 1.092885208E+01
        19, 2.000000000E+00, 2.700000000E+01, 1.147281075E+01
        20, 2.000000000E+00, 2.650000000E+01, 1.144701195E+01
        21, 2.500000000E+00, 2.650000000E+01, 1.144941425E+01
        22, 2.500000000E+00, 2.700000000E+01, 1.147532558E+01
        23, 1.500000000E+00, 2.700000000E+01, 1.147084141E+01
        24, 1.500000000E+00, 2.650000000E+01, 1.144503403E+01
        25, 1.700382996E+01, 6.094000626E+01, 1.347381210E+01
        26, 1.751325989E+01, 6.090188980E+01, 1.347933483E+01
        27, 1.649725151E+01, 6.096943283E+01, 1.346892262E+01
        28, 5.051493073E+01, 8.350824738E+01, 2.292745590E+01
        29, 5.004532242E+01, 8.350772095E+01, 2.279170418E+01
        30, 5.000693512E+01, 8.300981140E+01, 2.311445618E+01
        31, 5.047137070E+01, 8.301428986E+01, 2.323823547E+01
        32, 5.055340958E+01, 8.400428009E+01, 2.261895943E+01
        33, 5.008017349E+01, 8.400485229E+01, 2.247540474E+01
        34, 4.592298889E+01, 3.375911331E+01, 1.005184841E+01
        35, 4.640972900E+01, 3.377875137E+01, 9.932188034E+00
        36, 4.641398621E+01, 3.427788544E+01, 9.966163635E+00
        37, 4.592807007E+01, 3.426167297E+01, 1.009433174E+01
        38, 4.593016434E+01, 3.325767136E+01, 1.000252438E+01
        39, 4.640312195E+01, 3.328092194E+01, 9.895303726E+00
        40, 2.000000000E+00, 2.750000000E+01, 1.149812126E+01
        41, 2.500000000E+00, 2.750000000E+01, 1.150074768E+01
        42, 1.500000000E+00, 2.750000000E+01, 1.149609852E+01
        43, 4.208955383E+01, 8.790199280E+01, 1.643736458E+01
        44, 4.211960983E+01, 8.739108276E+01, 1.669538879E+01
        45, 4.258635712E+01, 8.742032623E+01, 1.699502563E+01
        46, 4.255817413E+01, 8.792775726E+01, 1.674226570E+01
        47, 4.161894989E+01, 8.788266754E+01, 1.611179924E+01
        48, 4.165594101E+01, 8.736909485E+01, 1.637949944E+01
        49, 4.437385178E+01, 1.743385506E+01, 8.683990479E+00
        50, 4.490145493E+01, 1.743273926E+01, 8.719479561E+00
        51, 4.492553329E+01, 1.793337822E+01, 8.702954292E+00
        52, 4.439969254E+01, 1.793363190E+01, 8.665411949E+00
        53, 4.487675476E+01, 1.693297577E+01, 8.738634109E+00
        54, 4.434625244E+01, 1.693493652E+01, 8.705481529E+00
        55, 2.000000000E+00, 2.800000000E+01, 1.152294350E+01
        56, 2.500000000E+00, 2.800000000E+01, 1.152549934E+01
        57, 1.500000000E+00, 2.800000000E+01, 1.152092934E+01
        58, 2.000000000E+00, 2.850000000E+01, 1.154727745E+01
        59, 2.500000000E+00, 2.850000000E+01, 1.154964066E+01
        60, 1.500000000E+00, 2.850000000E+01, 1.154527283E+01
        61, 8.500000000E+00, 2.450000000E+01, 1.140619183E+01
        62, 8.000000000E+00, 2.450000000E+01, 1.139727116E+01
        63, 8.000000000E+00, 2.400000000E+01, 1.136547661E+01
        64, 8.500000000E+00, 2.400000000E+01, 1.137371254E+01
        65, 8.500000000E+00, 2.500000000E+01, 1.143821716E+01
        66, 8.000000000E+00, 2.500000000E+01, 1.142868137E+01
        67, 7.859942436E+00, 9.300486755E+01, 1.981190109E+01
        68, 7.563121319E+00, 9.248448181E+01, 1.957643127E+01
        69, 7.905622482E+00, 9.237908173E+01, 1.953932762E+01
        70, 8.160676003E+00, 9.259205627E+01, 1.963839912E+01
        71, 7.241075993E+00, 9.304035187E+01, 1.979239464E+01
        72, 7.124984264E+00, 9.252896118E+01, 1.957176781E+01
        73, 2.000000000E+00, 2.900000000E+01, 1.157082176E+01
        74, 2.500000000E+00, 2.900000000E+01, 1.157323265E+01
        75, 1.500000000E+00, 2.900000000E+01, 1.156894588E+01
        76, 3.362780762E+01, 5.912884521E+01, 1.280702782E+01
        77, 3.406501389E+01, 5.930797195E+01, 1.279176426E+01
        78, 3.381828308E+01, 5.970079422E+01, 1.297866726E+01
        79, 3.337000656E+01, 5.958772278E+01, 1.302433395E+01
        80, 3.432154083E+01, 5.882886887E+01, 1.259033966E+01
        81, 3.386822128E+01, 5.869570541E+01, 1.261796856E+01
        82, 1.998685265E+01, 4.655163956E+01, 1.113103294E+01
        83, 1.946880722E+01, 4.653491592E+01, 1.121970844E+01
        84, 1.942749214E+01, 4.605042267E+01, 1.119821262E+01
        85, 1.988681221E+01, 4.607604599E+01, 1.111965084E+01
        86, 1.949953270E+01, 4.702374268E+01, 1.125100708E+01
        87, 2.002063942E+01, 4.702484131E+01, 1.116237831E+01
        88, 5.654506683E+01, 6.733808136E+01, 2.540236092E+01
        89, 5.604908752E+01, 6.735161591E+01, 2.505669975E+01
        90, 5.604173660E+01, 6.682515717E+01, 2.469021797E+01
        91, 5.653928757E+01, 6.680283356E+01, 2.503389359E+01
        92, 5.655277252E+01, 6.785668182E+01, 2.576476097E+01
        93, 5.605633545E+01, 6.787353516E+01, 2.542166519E+01
        94, 2.000000000E+00, 2.950000000E+01, 1.159399796E+01
        95, 2.500000000E+00, 2.950000000E+01, 1.159652328E+01
        96, 1.500000000E+00, 2.950000000E+01, 1.159218884E+01
        97, 1.250000000E+01, 5.400000000E+01, 1.261245537E+01
        98, 1.250000000E+01, 5.350000000E+01, 1.255795765E+01
        99, 1.300000000E+01, 5.350000000E+01, 1.253550529E+01
       100, 1.300000000E+01, 5.400000000E+01, 1.259141445E+01
       101, 1.200000000E+01, 5.400000000E+01, 1.263250637E+01
       102, 1.200000000E+01, 5.350000000E+01, 1.257928085E+01
       103, 4.004147720E+01, 8.514370728E+01, 1.663555908E+01
       104, 4.014146423E+01, 8.460331726E+01, 1.713846779E+01
       105, 4.061702728E+01, 8.462518311E+01, 1.744695473E+01
       106, 4.052910233E+01, 8.516934967E+01, 1.696078491E+01
       107, 3.956666183E+01, 8.511965942E+01, 1.631935120E+01
       108, 3.967007065E+01, 8.455625916E+01, 1.686575699E+01
       109, 2.000000000E+00, 3.000000000E+01, 1.161668587E+01
       110, 2.500000000E+00, 3.000000000E+01, 1.161919975E+01
       111, 1.500000000E+00, 3.000000000E+01, 1.161482430E+01
       112, 1.848436546E+01, 5.249689484E+01, 1.205092716E+01
       113, 1.799364281E+01, 5.249961090E+01, 1.209328938E+01
       114, 1.799356079E+01, 5.199892807E+01, 1.202105713E+01
       115, 1.848077202E+01, 5.199456024E+01, 1.197572994E+01
       116, 1.799495506E+01, 5.300001144E+01, 1.216763020E+01
       117, 1.848475266E+01, 5.299733353E+01, 1.212855911E+01
       118, 2.000000000E+00, 3.050000000E+01, 1.163882446E+01
       119, 2.500000000E+00, 3.050000000E+01, 1.164123821E+01
       120, 1.500000000E+00, 3.050000000E+01, 1.163706303E+01
       121, 4.677456284E+01, 5.728435898E+01, 1.139776897E+01
       122, 4.676018906E+01, 5.677785110E+01, 1.102370167E+01
       123, 4.725580215E+01, 5.677784348E+01, 1.121835327E+01
       124, 4.726936340E+01, 5.728641129E+01, 1.159443855E+01
       125, 4.626985931E+01, 5.677812195E+01, 1.083778763E+01
       126, 4.628631973E+01, 5.728371048E+01, 1.121577072E+01
