nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 6.087025070E+01, 1.528329659E+01, 1.504150772E+01
         2, 6.082146072E+01, 1.576947880E+01, 1.520152378E+01
         3, 6.033802032E+01, 1.571189690E+01, 1.541410065E+01
         4, 6.037518692E+01, 1.524678898E+01, 1.525519657E+01
         5, 6.135600662E+01, 1.532043171E+01, 1.483369160E+01
         6, 6.130400467E+01, 1.582819271E+01, 1.498922539E+01
         7, 5.720630264E+01, 8.972145844E+01, 1.340098763E+01
         8, 5.678136063E+01, 8.962446594E+01, 1.330318356E+01
         9, 5.681184387E+01, 8.909967041E+01, 1.311636066E+01
        10, 5.723784637E+01, 8.919435883E+01, 1.320218563E+01
        11, 5.717509079E+01, 9.024731445E+01, 1.362216568E+01
        12, 5.675223923E+01, 9.014786530E+01, 1.351126289E+01
        13, 9.826575279E+00, 7.603253174E+01, 1.421009445E+01
        14, 9.806676865E+00, 7.651639557E+01, 1.419497395E+01
        15, 9.335840225E+00, 7.651420593E+01, 1.437595940E+01
        16, 9.358545303E+00, 7.602847290E+01, 1.437245846E+01
        17, 1.027506351E+01, 7.652994537E+01, 1.401501369E+01
        18, 1.029797840E+01, 7.604605103E+01, 1.404704380E+01
        19, 2.057236671E+01, 7.575881958E+01, 1.355958652E+01
        20, 2.064880753E+01, 7.526075745E+01, 1.360957909E+01
        21, 2.116028976E+01, 7.536563110E+01, 1.367283154E+01
        22, 2.108433914E+01, 7.585169983E+01, 1.363155460E+01
        23, 2.005739784E+01, 7.568283844E+01, 1.348810577E+01
        24, 2.013414955E+01, 7.518021393E+01, 1.354661751E+01
        25, 2.998939276E+00, 5.649899292E+01, 1.857003593E+01
        26, 2.998664856E+00, 5.599879837E+01, 1.888112068E+01
        27, 3.498146772E+00, 5.599826813E+01, 1.880870819E+01
        28, 3.498567104E+00, 5.649858093E+01, 1.849256897E+01
        29, 2.499270916E+00, 5.649934006E+01, 1.863337517E+01
        30, 2.499107599E+00, 5.599922562E+01, 1.893991280E+01
        31, 7.773217010E+01, 8.482832336E+01, 8.292795181E+00
        32, 7.770100403E+01, 8.532814789E+01, 8.347187996E+00
        33, 7.720460510E+01, 8.532603455E+01, 8.458189011E+00
        34, 7.723510742E+01, 8.482353973E+01, 8.403207779E+00
        35, 7.819566345E+01, 8.533657837E+01, 8.238993645E+00
        36, 7.822480774E+01, 8.483477783E+01, 8.185206413E+00
        37, 7.872080231E+01, 8.484191895E+01, 8.078496933E+00
        38, 7.868981171E+01, 8.534402466E+01, 8.132555008E+00
        39, 7.918273163E+01, 8.534755707E+01, 8.027832031E+00
        40, 7.921249390E+01, 8.484848785E+01, 7.974503040E+00
        41, 5.763990784E+01, 8.980187988E+01, 1.348193932E+01
        42, 5.767100143E+01, 8.927793121E+01, 1.327452087E+01
        43, 5.760811996E+01, 9.032872772E+01, 1.371431828E+01
        44, 1.074408436E+01, 7.655722809E+01, 1.383604813E+01
        45, 1.076893330E+01, 7.606872559E+01, 1.388612652E+01
        46, 1.124005985E+01, 7.610405731E+01, 1.372857285E+01
        47, 1.121354103E+01, 7.659909058E+01, 1.365936756E+01
        48, 1.170627213E+01, 7.615026855E+01, 1.357750034E+01
        49, 1.168329430E+01, 7.665400696E+01, 1.348689747E+01
        50, 2.999243975E+00, 5.699921799E+01, 1.827821922E+01
        51, 3.499028206E+00, 5.699893188E+01, 1.819750214E+01
        52, 2.499459505E+00, 5.699947357E+01, 1.834471130E+01
        53, 1.095663643E+01, 5.052317047E+01, 2.319538879E+01
        54, 1.144741726E+01, 5.066193008E+01, 2.051702881E+01
        55, 1.146448421E+01, 5.113559723E+01, 1.932424164E+01
        56, 1.096010494E+01, 5.100809860E+01, 2.145156097E+01
        57, 1.094966221E+01, 5.003299332E+01, 2.508042336E+01
        58, 1.144046307E+01, 5.018516922E+01, 2.170534134E+01
        59, 8.999891281E+00, 1.099193287E+01, 3.580007553E+01
        60, 8.999767303E+00, 1.148918056E+01, 3.400569916E+01
        61, 8.499848366E+00, 1.149135303E+01, 3.257369232E+01
        62, 8.499986649E+00, 1.099351883E+01, 3.353367996E+01
        63, 9.499902725E+00, 1.098964405E+01, 3.784929276E+01
        64, 9.499735832E+00, 1.148642826E+01, 3.515837479E+01
        65, 5.807408905E+01, 8.987839508E+01, 1.354887295E+01
        66, 5.810871887E+01, 8.934850311E+01, 1.333076668E+01
        67, 5.804290390E+01, 9.040250397E+01, 1.378938866E+01
        68, 3.703549194E+01, 9.007072449E+00, 2.162253380E+01
        69, 3.654565430E+01, 9.007158279E+00, 1.860957718E+01
        70, 3.654342270E+01, 8.505257607E+00, 1.753335381E+01
        71, 3.702670670E+01, 8.504343987E+00, 1.969066238E+01
        72, 3.704258347E+01, 9.506519318E+00, 2.323470879E+01
        73, 3.654965973E+01, 9.506891251E+00, 1.943429375E+01
        74, 5.896439743E+01, 6.724831390E+01, 1.279150581E+01
        75, 5.881750488E+01, 6.772624969E+01, 1.278522873E+01
        76, 5.833825302E+01, 6.756349945E+01, 1.300472641E+01
        77, 5.848709106E+01, 6.708477020E+01, 1.301801014E+01
        78, 5.944434738E+01, 6.740394592E+01, 1.257480431E+01
        79, 5.929710388E+01, 6.788436890E+01, 1.257507038E+01
        80, 3.532076645E+01, 2.811839485E+01, 2.930975914E+01
        81, 3.569052124E+01, 2.835809135E+01, 2.936463165E+01
        82, 3.560063934E+01, 2.883410454E+01, 2.946061897E+01
        83, 3.521208572E+01, 2.860980034E+01, 2.940771484E+01
        84, 3.540635681E+01, 2.765248871E+01, 2.921319580E+01
        85, 3.576797104E+01, 2.788435555E+01, 2.926422691E+01
