nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 5.133339691E+01, 3.267451859E+01, 1.733075333E+01
         2, 5.145603943E+01, 3.318181229E+01, 1.745463943E+01
         3, 5.098184586E+01, 3.324488068E+01, 1.749052811E+01
         4, 5.085438919E+01, 3.275806046E+01, 1.737385559E+01
         5, 5.181325150E+01, 3.257797623E+01, 1.729146576E+01
         6, 5.192988968E+01, 3.309406281E+01, 1.741800690E+01
         7, 3.477759171E+01, 9.987480164E+00, 1.292748928E+01
         8, 3.417330551E+01, 9.907589912E+00, 1.300482559E+01
         9, 3.441563797E+01, 9.451320648E+00, 1.291779995E+01
        10, 3.484801865E+01, 9.510954857E+00, 1.285756111E+01
        11, 3.424971008E+01, 1.043909264E+01, 1.304372311E+01
        12, 3.477032471E+01, 1.046211338E+01, 1.298061943E+01
        13, 9.149903107E+01, 6.963069916E+01, 9.877756834E-01
        14, 9.199903870E+01, 6.963059235E+01, 9.786911607E-01
        15, 9.199964142E+01, 7.013436890E+01, 9.278301001E-01
        16, 9.149964142E+01, 7.013488770E+01, 9.365136623E-01
        17, 9.199884033E+01, 6.913035583E+01, 1.031835079E+00
        18, 9.149884033E+01, 6.913048553E+01, 1.041309118E+00
        19, 6.902812195E+01, 6.970532417E+00, 2.223881149E+01
        20, 6.898083496E+01, 7.455803871E+00, 2.198607063E+01
        21, 6.850267792E+01, 7.457077503E+00, 2.057054329E+01
        22, 6.854494476E+01, 6.973741531E+00, 2.090420914E+01
        23, 6.945515442E+01, 7.447640419E+00, 2.367042732E+01
        24, 6.951114655E+01, 6.964691162E+00, 2.369972229E+01
        25, 9.149803925E+01, 6.862657166E+01, 1.097946167E+00
        26, 9.199808502E+01, 6.862682343E+01, 1.087676048E+00
        27, 3.367465591E+01, 8.451941681E+01, 2.535510826E+01
        28, 3.325137711E+01, 8.451384735E+01, 2.566911125E+01
        29, 3.337184143E+01, 8.403213501E+01, 2.506399536E+01
        30, 3.379809570E+01, 8.404575348E+01, 2.482745171E+01
        31, 3.312335968E+01, 8.499047089E+01, 2.628745461E+01
        32, 3.354574966E+01, 8.499771118E+01, 2.589626312E+01
        33, 8.031617737E+01, 2.242573738E+01, 7.745773792E+00
        34, 8.032337189E+01, 2.192545509E+01, 7.659697533E+00
        35, 8.082424164E+01, 2.184728432E+01, 7.678513050E+00
        36, 8.081809235E+01, 2.234883499E+01, 7.760015965E+00
        37, 7.982212067E+01, 2.200927353E+01, 7.652088165E+00
        38, 7.981418610E+01, 2.251122284E+01, 7.741289616E+00
        39, 5.149321365E+01, 1.898212242E+01, 1.351996326E+01
        40, 5.148471832E+01, 1.848702431E+01, 1.342874718E+01
        41, 5.198543167E+01, 1.848601723E+01, 1.337645149E+01
        42, 5.198882675E+01, 1.897627068E+01, 1.346458340E+01
        43, 5.098685837E+01, 1.848924255E+01, 1.347867489E+01
        44, 5.099790192E+01, 1.898689461E+01, 1.357272530E+01
        45, 5.151784515E+01, 8.549531555E+01, 2.349168968E+01
        46, 5.154826355E+01, 8.598442841E+01, 2.352331924E+01
        47, 5.104835510E+01, 8.598488617E+01, 2.351856422E+01
        48, 5.101775360E+01, 8.549699402E+01, 2.348720932E+01
        49, 5.201791382E+01, 8.549167633E+01, 2.349199867E+01
        50, 5.204716873E+01, 8.598171234E+01, 2.352426720E+01
        51, 1.741481590E+01, 7.025093079E+01, 1.154420757E+01
        52, 1.766601372E+01, 6.980840302E+01, 1.158677101E+01
        53, 1.809427834E+01, 7.005163574E+01, 1.133684158E+01
        54, 1.784481049E+01, 7.049613190E+01, 1.125279999E+01
