nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 3.655066299E+01, 6.954254913E+01, 9.890890121E+00
         2, 3.666702271E+01, 6.915428925E+01, 1.011099148E+01
         3, 3.709773636E+01, 6.946741486E+01, 8.633863449E+00
         4, 3.686116791E+01, 6.986943054E+01, 8.814690590E+00
         5, 3.615132904E+01, 6.936183929E+01, 1.100845146E+01
         6, 3.620687103E+01, 6.895732880E+01, 1.158294201E+01
         7, 4.033001328E+01, 4.932545090E+01, 1.063249111E+01
         8, 4.083376312E+01, 4.924164200E+01, 1.087184143E+01
         9, 4.094711685E+01, 4.974558640E+01, 1.082956505E+01
        10, 4.043864059E+01, 4.983108139E+01, 1.059657955E+01
        11, 4.021263885E+01, 4.882107162E+01, 1.067613411E+01
        12, 4.071946335E+01, 4.873432159E+01, 1.092757893E+01
        13, 6.518869781E+01, 5.618556595E+01, 1.267710495E+01
        14, 6.470212555E+01, 5.620426178E+01, 1.250208378E+01
        15, 6.466608429E+01, 5.570104599E+01, 1.228490162E+01
        16, 6.515637970E+01, 5.568041992E+01, 1.245918465E+01
        17, 6.522670746E+01, 5.668125916E+01, 1.292672157E+01
        18, 6.473844147E+01, 5.670669937E+01, 1.275350952E+01
        19, 7.960392761E+01, 1.184765911E+01, 1.861126328E+01
        20, 7.956315613E+01, 1.134533310E+01, 1.832533646E+01
        21, 8.008649445E+01, 1.134984493E+01, 1.729916954E+01
        22, 8.011919403E+01, 1.185326576E+01, 1.736813164E+01
        23, 7.908803558E+01, 1.184302330E+01, 2.007963943E+01
        24, 7.904132843E+01, 1.134133434E+01, 1.941370583E+01
        25, 4.540961456E+01, 3.323012543E+01, 2.055312538E+01
        26, 4.550512314E+01, 3.271814728E+01, 1.929117966E+01
        27, 4.594042969E+01, 3.281900787E+01, 1.939945984E+01
        28, 4.580341721E+01, 3.316505432E+01, 2.017868233E+01
        29, 4.495949173E+01, 3.313514709E+01, 2.061453056E+01
        30, 4.507830429E+01, 3.263330841E+01, 1.914010429E+01
        31, 6.351138687E+01, 6.153387451E+01, 1.697503090E+01
        32, 6.353592682E+01, 6.199830246E+01, 1.793049431E+01
        33, 6.294616699E+01, 6.193293381E+01, 1.672491074E+01
        34, 6.300416946E+01, 6.140681076E+01, 1.603518295E+01
        35, 6.406907654E+01, 6.216667175E+01, 1.947348785E+01
        36, 6.405516052E+01, 6.164524460E+01, 1.802514648E+01
        37, 1.999748802E+01, 3.942709732E+01, 1.296038055E+01
        38, 1.994715500E+01, 3.893157578E+01, 1.278324890E+01
        39, 2.044815826E+01, 3.888977051E+01, 1.271737385E+01
        40, 2.049759102E+01, 3.938665771E+01, 1.289710808E+01
        41, 1.949307823E+01, 3.946600723E+01, 1.298550129E+01
        42, 1.944271088E+01, 3.896931458E+01, 1.281312084E+01
        43, 3.060692406E+01, 6.069045258E+01, 1.169382668E+01
        44, 3.059971237E+01, 6.113943863E+01, 1.199067688E+01
        45, 3.008444786E+01, 6.121364594E+01, 1.214253521E+01
        46, 3.011525345E+01, 6.069570923E+01, 1.179809380E+01
        47, 3.110807228E+01, 6.069940567E+01, 1.161463833E+01
        48, 3.107516479E+01, 6.116511917E+01, 1.192695618E+01
        49, 4.520959091E+01, 3.212938690E+01, 1.797947693E+01
        50, 4.564499283E+01, 3.223561096E+01, 1.828535652E+01
        51, 4.464885712E+01, 3.251502609E+01, 1.872739601E+01
        52, 4.477342224E+01, 3.201354218E+01, 1.749914742E+01
        53, 7.458595276E+01, 2.634466171E+01, 1.403647137E+01
        54, 7.497138214E+01, 2.640908813E+01, 1.408187580E+01
        55, 7.469408417E+01, 2.681279945E+01, 1.433534718E+01
        56, 7.422551727E+01, 2.670426369E+01, 1.428929329E+01
        57, 7.525620270E+01, 2.593304062E+01, 1.385795021E+01
        58, 7.480580902E+01, 2.585436440E+01, 1.373173428E+01
        59, 1.488713455E+01, 4.404438782E+01, 1.038223648E+01
        60, 1.488076210E+01, 4.356078339E+01, 1.041297340E+01
        61, 1.540621758E+01, 4.354521179E+01, 1.166686344E+01
        62, 1.541703987E+01, 4.403520966E+01, 1.202420998E+01
        63, 1.434822273E+01, 4.410271454E+01, 8.278003693E+00
        64, 1.435110569E+01, 4.362106705E+01, 9.076926231E+00
        65, 3.657876587E+01, 1.290540314E+01, 1.207470036E+01
        66, 3.656857300E+01, 1.241729355E+01, 1.205504608E+01
        67, 3.705961609E+01, 1.242733002E+01, 1.208122444E+01
        68, 3.706869507E+01, 1.291666126E+01, 1.210180569E+01
        69, 3.608913803E+01, 1.289380264E+01, 1.205353928E+01
        70, 3.607781219E+01, 1.240694237E+01, 1.203453159E+01
        71, 2.964341545E+01, 6.123094559E+01, 1.226246834E+01
        72, 2.962344170E+01, 6.069091034E+01, 1.191266441E+01
        73, 3.360240936E+01, 2.083429909E+01, 1.141044044E+01
        74, 3.360790253E+01, 2.134756851E+01, 1.130429840E+01
        75, 3.310087585E+01, 2.136672020E+01, 1.131626987E+01
        76, 3.309776688E+01, 2.085473824E+01, 1.142174530E+01
        77, 3.409250259E+01, 2.132188606E+01, 1.130453491E+01
        78, 3.409238434E+01, 2.082110023E+01, 1.140728569E+01
        79, 4.537483597E+01, 2.599573326E+01, 1.358102608E+01
        80, 4.543383789E+01, 2.549922562E+01, 1.354281521E+01
        81, 4.592768097E+01, 2.555824089E+01, 1.374325180E+01
        82, 4.586793900E+01, 2.605833817E+01, 1.379588890E+01
        83, 4.488584137E+01, 2.592761993E+01, 1.335671329E+01
        84, 4.494427872E+01, 2.543434143E+01, 1.333462811E+01
        85, 7.362165070E+01, 3.460772324E+01, 1.717627525E+01
        86, 7.373310852E+01, 3.413557053E+01, 1.784029388E+01
        87, 7.418159485E+01, 3.440602875E+01, 1.669410324E+01
        88, 7.416077423E+01, 3.488508224E+01, 1.603899956E+01
        89, 7.335731506E+01, 3.384656525E+01, 1.913407516E+01
        90, 7.311629486E+01, 3.429693985E+01, 1.847748756E+01
        91, 1.400009155E+01, 9.599987793E+01, 1.024029922E+01
        92, 1.400006199E+01, 9.649991608E+01, 1.023467922E+01
        93, 1.350005722E+01, 9.649992371E+01, 1.024235916E+01
        94, 1.350008488E+01, 9.599988556E+01, 1.024754524E+01
        95, 1.450009823E+01, 9.599987030E+01, 1.023244858E+01
        96, 1.450006676E+01, 9.649990845E+01, 1.022632408E+01
        97, 4.000182629E+00, 6.247136688E+01, 1.464914417E+01
        98, 3.500127077E+00, 6.247089005E+01, 1.474021339E+01
        99, 3.500108480E+00, 6.197044373E+01, 1.509597588E+01
       100, 4.000158310E+00, 6.197091293E+01, 1.500261688E+01
       101, 4.000200748E+00, 6.297181320E+01, 1.431538582E+01
       102, 3.500140905E+00, 6.297133636E+01, 1.440444279E+01
       103, 8.849989319E+01, 3.999904156E+00, 1.153321075E+01
       104, 8.849995422E+01, 3.499967337E+00, 1.142156410E+01
       105, 8.899999237E+01, 3.499959707E+00, 1.132931995E+01
       106, 8.899996185E+01, 3.999913692E+00, 1.143834305E+01
       107, 8.799980927E+01, 3.999869347E+00, 1.164105701E+01
       108, 8.799990082E+01, 3.499964237E+00, 1.152631474E+01
       109, 8.792391205E+01, 4.821458435E+01, 1.081132030E+01
