nodenumber,    x-coordinate,    y-coordinate,velocity-magnitude
         1, 4.829214478E+01, 3.124259377E+01, 1.307852650E+01
         2, 4.782956696E+01, 3.129958153E+01, 1.307134438E+01
         3, 4.777745819E+01, 3.076070976E+01, 1.304108524E+01
         4, 4.825624466E+01, 3.073105431E+01, 1.304936123E+01
         5, 4.853010178E+01, 3.180731392E+01, 1.311469650E+01
         6, 4.790185928E+01, 3.183537102E+01, 1.310191345E+01
         7, 8.900000000E+01, 4.400000763E+01, 1.162159729E+01
         8, 8.950000000E+01, 4.400000381E+01, 1.160972214E+01
         9, 8.950000000E+01, 4.450000000E+01, 1.155877113E+01
        10, 8.900000000E+01, 4.450000381E+01, 1.157045746E+01
        11, 8.900000000E+01, 4.350001526E+01, 1.167094994E+01
        12, 8.950000000E+01, 4.350000381E+01, 1.165902233E+01
        13, 4.151380920E+01, 1.051193428E+01, 1.201087761E+01
        14, 4.201288986E+01, 1.050884533E+01, 1.197289944E+01
        15, 4.201222992E+01, 1.101312733E+01, 1.201947975E+01
        16, 4.150716400E+01, 1.102066708E+01, 1.205618668E+01
        17, 4.151379013E+01, 1.000790119E+01, 1.196228790E+01
        18, 4.201196671E+01, 1.000575638E+01, 1.192272186E+01
        19, 9.550000000E+01, 4.150000000E+01, 1.177375412E+01
        20, 9.600000000E+01, 4.150000000E+01, 1.177251530E+01
        21, 9.600000000E+01, 4.200000000E+01, 1.173523045E+01
        22, 9.550000000E+01, 4.200000000E+01, 1.173589897E+01
        23, 9.550000000E+01, 4.100000000E+01, 1.181122589E+01
        24, 9.600000000E+01, 4.100000000E+01, 1.180942154E+01
        25, 1.099991417E+01, 7.599800110E+01, 1.260209751E+01
        26, 1.049993896E+01, 7.599858856E+01, 1.261857796E+01
        27, 1.049995708E+01, 7.549900055E+01, 1.257055950E+01
        28, 1.099993515E+01, 7.549849701E+01, 1.255459976E+01
        29, 1.099988842E+01, 7.649740601E+01, 1.265175056E+01
        30, 1.049991608E+01, 7.649805450E+01, 1.266863251E+01
        31, 8.900000000E+01, 4.300002670E+01, 1.171889400E+01
